person_number,pid,level,func_dept,region,emailcount,meetingcount,centrality,emailcount_int,meetingcount_int,emailcount_ext,meetingcount_ext,attainquota
1035,111007,MidLevel,R&D,Central,3915,2307,0.16159144,3367,2027,548,280,NA
1036,111008,MidLevel,R&D,Central,3255,2369,0.16427076,2571,2148,684,221,NA
1037,111009,MidLevel,R&D,Central,2108,790,0.10679565,1542,715,566,75,NA
1038,111010,MidLevel,R&D,Central,573,1049,0.064507529,541,910,32,139,NA
1039,111011,MidLevel,R&D,Central,11302,3121,0.33425015,7152,2386,4150,735,NA
1040,111012,Junior,R&D,Central,9944,3715,0.30073279,7640,2838,2304,877,NA
1041,111013,MidLevel,R&D,Central,10894,3367,0.35928792,7232,2617,3662,750,NA
1042,111014,MidLevel,R&D,Central,8216,6339,0.37659031,7090,5122,1126,1217,NA
1043,111016,Junior,R&D,Central,4968,0,0.31324208,4116,0,852,0,NA
1044,111017,MidLevel,R&D,Central,2975,6069,0.292739,2959,4824,16,1245,NA
1045,111018,Exec,R&D,Central,5834,3106.4,0.33198988,4826,2114,1008,992.4,NA
1046,111019,Exec,G&A,Central,17725,1617,0.42114532,9107,1434,8618,183,NA
1047,111020,Exec,G&A,Central,9500,1935,0.44415376,7356,1590,2144,345,NA
1048,111021,Exec,G&A,Central,6392,3791,0.38326284,4208,2680,2184,1111,NA
1049,111022,Exec,G&A,Central,12102,2481,0.40148276,4700,2073,7402,408,NA
1050,111023,MidLevel,G&A,Central,2138,225,0.20215523,1756,200,382,25,NA
1051,111024,Junior,G&A,Central,1845,1045,0.25687626,1339,929,506,116,NA
1052,111025,Exec,G&A,Central,5653,2394,0.44787529,5653,2097,0,297,NA
1053,111026,MidLevel,G&A,Central,6935,1922,0.45750448,6321,1702,614,220,NA
1054,111027,Exec,HR,Central,6869,3438,0.52248234,5309,2851,1560,587,NA
1055,111028,Exec,G&A,Central,20181.3,2012,0.59989917,11131,1687,9050.3,325,NA
1056,111029,MidLevel,G&A,Central,6625,1948,0.34169704,4455,1761,2170,187,NA
1057,111030,Junior,G&A,Central,4905,1635,0.2047738,2951,1466,1954,169,NA
1058,111031,Junior,G&A,Central,7300,1305,0.31584319,5560,1169,1740,136,NA
1059,111032,Junior,Operations,Central,1909,1193,0.076626904,1135,1099,774,94,NA
1060,111033,MidLevel,Operations,Central,850,1003,0.040499277,848,917,2,86,NA
1061,111034,MidLevel,Operations,Central,1655,5581,0.14759658,1499,4245,156,1336,NA
1062,111035,MidLevel,Operations,Central,1181,1027,0.16509317,1181,875,0,152,NA
1063,111036,MidLevel,Operations,Central,2874,1564,0.10393611,1376,1409,1498,155,NA
1064,111037,MidLevel,Operations,Central,11944,2946.4,0.38947663,8326,2082,3618,864.4,NA
1065,111038,Junior,Operations,Central,3436,5348,0.16185641,2218,4153,1218,1195,NA
1066,111039,MidLevel,Operations,Central,10817,3290,0.32517093,8869,2889,1948,401,NA
1067,111040,MidLevel,Operations,Central,3840,2407,0.24071927,3648,1993,192,414,NA
1068,111041,MidLevel,Operations,Central,11691,1778,0.48836562,10269,1431,1422,347,NA
1069,111042,Junior,Operations,Central,1682,780,0.090476982,1218,707,464,73,NA
1070,111043,Junior,Operations,Central,1477,1681,0.10458326,1249,1515,228,166,NA
1071,111044,Junior,Operations,Central,4182,1875,0.19570017,3164,1631,1018,244,NA
1072,111045,Junior,Operations,Central,445,634,0.055415861,427,562,18,72,NA
1073,111046,Junior,Operations,Central,1229,261,0.084309533,1083,243,146,18,NA
1074,111047,Junior,Operations,Central,3403,1902,0.20553045,3393,1661,10,241,NA
1075,111048,Junior,Operations,Central,1571,2490,0.098678939,1563,2156,8,334,NA
1076,111049,Junior,Operations,Central,9707,0,0.25449955,6577,0,3130,0,NA
1077,111050,MidLevel,Operations,Central,2935,0,0.2134147,2485,0,450,0,NA
1078,111051,Junior,Operations,Central,1867,1122,0.12870193,1465,778,402,344,NA
1079,111052,Exec,Operations,Central,4356,2397,0.29586208,3652,2010,704,387,NA
1080,111053,Exec,Operations,Central,7116,3449,0.44314954,6150,2726,966,723,NA
1081,111054,MidLevel,Operations,Central,5135,2788,0.32016918,4115,2436,1020,352,NA
1082,111055,MidLevel,Operations,Central,3374,3949,0.28123876,2580,2970,794,979,NA
1083,111056,MidLevel,Operations,Central,1940,2423,0.27796647,1940,2058,0,365,NA
1084,111057,MidLevel,Operations,Central,5168,1890,0.17044817,3686,1485,1482,405,NA
1085,111058,Junior,Operations,Central,1175,1172,0.046002924,1057,1085,118,87,NA
1086,111059,Junior,Operations,Central,2616,35,0.13555589,1572,29,1044,6,NA
1087,111060,Junior,Operations,Central,531,58,0.11872027,525,51,6,7,NA
1088,111061,Junior,Marketing,Central,12783,1380,0.45650005,7145,1205,5638,175,NA
1089,111062,Junior,Operations,Central,4634,1153,0.25395808,2762,1043,1872,110,NA
1090,111064,Junior,Operations,Central,5558,1287,0.31660905,4002,1139,1556,148,NA
1091,111065,Junior,Operations,Central,2250,1031,0.36681944,2250,931,0,100,NA
1092,111066,Junior,Operations,Central,584,11,0.10277702,530,11,54,0,NA
1093,111067,Exec,Sales,Central,3526,230,0.33601078,2554,200,972,30,75.495514
1094,111068,Junior,Sales,Central,3844,1286,0.26946327,2372,1109,1472,177,137.45268
1095,111069,Junior,Sales,Central,7741,560,0.40835604,5913,480,1828,80,190.55539
1096,111070,MidLevel,Sales,Central,3686,1035,0.33717537,3682,883,4,152,187.36826
1097,111071,Exec,Sales,Central,6075,1630,0.5707128,4949,1411,1126,219,146.26048
1098,111072,MidLevel,Sales,Central,20351,807,0.81390077,9933,654,10418,153,66.480209
1099,111073,Exec,Sales,Central,13825,1992,0.61304981,12351,1261,1474,731,148.9623
1100,111074,Junior,Sales,Central,7911,1232,0.43947387,5939,1058,1972,174,173.0687
1101,111075,Junior,Sales,Central,4320,1992,0.44183332,4320,1608,0,384,114.65015
1102,111076,Exec,Sales,Central,11908,1992,0.43739441,8446,1612,3462,380,145.99054
1103,111077,MidLevel,Sales,Central,3491,181,0.34537381,2341,142,1150,39,95.645378
1104,111078,Exec,Sales,Central,7153,1992,0.56985509,7095,1610,58,382,155.92284
1105,111079,Junior,Sales,Central,3388,746,0.2507382,2884,656,504,90,141.48288
1106,111080,MidLevel,Sales,Central,11552,209,0.6788798,8646,200,2906,9,78.78389
1107,111081,Junior,Operations,South,200,0,0.006843065,196,0,4,0,NA
1108,111082,MidLevel,Sales,South,8656,391,0.21156392,3602,387,5054,4,137.04233
1109,111083,MidLevel,Sales,South,2533,72,0.11412365,1487,67,1046,5,42.109459
1110,111084,Junior,Sales,South,4273,107,0.27018511,3323,92,950,15,103.37978
1111,111085,Junior,Sales,East,3431,84,0.085331947,1751,60,1680,24,120.64569
1112,111086,MidLevel,Sales,East,3346,213,0.098933004,2566,198,780,15,44.114914
1113,111087,Junior,Sales,East,4681,75,0.063989937,1627,51,3054,24,110.59844
1114,111088,MidLevel,Sales,East,1980,431,0.10029757,1626,401,354,30,78.089203
1115,111089,Junior,Sales,East,1109,79,0.10067361,1085,55,24,24,67.389938
1116,111090,MidLevel,Sales,East,7620,182,0.069186859,2642,167,4978,15,77.770607
1117,111091,Junior,Sales,East,7974,81,0.20229769,3000,66,4974,15,162.5607
1118,111092,MidLevel,R&D,South,2986,0,0.068104975,2402,0,584,0,NA
1119,111093,Junior,R&D,South,1332,691,0.041074164,1332,579,0,112,NA
1120,111094,MidLevel,R&D,South,6395,240,0.096060343,3867,208,2528,32,NA
1121,111095,Junior,R&D,South,3100,298,0.045512144,1642,268,1458,30,NA
1122,111097,Junior,R&D,South,856,9,0.033404965,462,0,394,9,NA
1123,111098,Junior,R&D,South,1572,297,0.051328983,1572,167,0,130,NA
1124,111099,MidLevel,R&D,South,1049,19,0.054870903,1027,13,22,6,NA
1125,111101,Junior,R&D,South,1832,0,0.075226337,1804,0,28,0,NA
1126,111103,Exec,HR,South,7669,215,0.28163049,5923,148,1746,67,NA
1127,111104,Exec,Operations,South,1748,266,0.14879566,1670,235,78,31,NA
1128,111105,MidLevel,Operations,South,5118,0,0.11392925,2822,0,2296,0,NA
1129,111106,Junior,Operations,South,2489,1,0.062353522,1655,1,834,0,NA
1130,111107,Junior,Operations,South,578,0,0.022309022,374,0,204,0,NA
1131,111109,Junior,Operations,South,2467,584,0.080325119,1649,465,818,119,NA
1132,111110,Junior,Operations,South,2544,1025,0.066791624,1754,816,790,209,NA
1133,111111,MidLevel,Operations,South,2402,109,0.14607294,2342,86,60,23,NA
1134,111112,Junior,Operations,South,6649,521,0.17109036,4585,428,2064,93,NA
1135,111115,Junior,Operations,South,402,431,0.019650258,402,345,0,86,NA
1136,111116,Junior,Operations,South,949,0,0.069514431,931,0,18,0,NA
1137,111117,MidLevel,Operations,South,1680,377,0.10885799,1476,324,204,53,NA
1138,111118,Junior,Operations,South,2080,6,0.086775139,1564,5,516,1,NA
1139,111119,Junior,Operations,South,801,0,0.039447296,799,0,2,0,NA
1140,111120,MidLevel,Operations,South,4278,4451,0.18584284,2610,3506,1668,945,NA
1141,111121,Junior,Operations,South,1955,0,0.082398176,1403,0,552,0,NA
1142,111122,Junior,Operations,South,3911,58,0.056954466,2147,58,1764,0,NA
1143,111124,MidLevel,Sales,South,13608,290,0.22943622,7222,272,6386,18,87.055786
1144,111125,MidLevel,Sales,South,4506,39,0.062297639,1950,35,2556,4,80.444817
1145,111126,MidLevel,Sales,South,6109,59,0.095775075,2917,52,3192,7,18.230772
1146,111127,Junior,Sales,South,8372,67,0.098875292,3180,61,5192,6,72.984749
1147,111128,Junior,Sales,South,939,458,0.026901228,665,443,274,15,92.111298
1148,111129,Junior,Sales,East,4519,84,0.17312969,2463,54,2056,30,151.87054
1149,111130,Junior,R&D,East,2470,189,0.22590488,1888,126,582,63,NA
1150,111131,Exec,R&D,East,4635,4945,0.36469719,4077,3602,558,1343,NA
1151,111132,Junior,R&D,East,5916,383,0.29172027,3862,215,2054,168,NA
1152,111133,Junior,R&D,East,382,0,0.05281039,380,0,2,0,NA
1153,111134,MidLevel,R&D,East,1882,174,0.084715754,1092,95,790,79,NA
1154,111135,MidLevel,R&D,East,5205,17,0.1808327,2359,14,2846,3,NA
1155,111136,Junior,R&D,East,281,175,0.059022415,281,93,0,82,NA
1156,111137,MidLevel,R&D,East,1786,276,0.15191521,1248,219,538,57,NA
1157,111138,MidLevel,R&D,East,10057,0,0.26357785,6869,0,3188,0,NA
1158,111140,MidLevel,R&D,East,535,561,0.078482188,533,371,2,190,NA
1159,111141,MidLevel,R&D,East,1648,230,0.041604415,1108,120,540,110,NA
1160,111143,MidLevel,R&D,East,8429,0,0.26109135,5065,0,3364,0,NA
1161,111146,MidLevel,R&D,East,18359,0,0.47435185,13131,0,5228,0,NA
1162,111147,Exec,G&A,East,15884.3,1504,0.59139049,8627,1224,7257.3,280,NA
1163,111148,MidLevel,G&A,East,4602,0,0.32914266,3858,0,744,0,NA
1164,111149,Exec,G&A,East,3087,0,0.21805874,3071,0,16,0,NA
1165,111150,Exec,G&A,East,2198,0,0.1921729,2190,0,8,0,NA
1166,111151,Junior,G&A,East,3440,0,0.1941039,2782,0,658,0,NA
1167,111152,Junior,G&A,East,4320,0,0.25643823,3154,0,1166,0,NA
1168,111153,MidLevel,Operations,East,2426,487,0.15675236,1888,441,538,46,NA
1169,111154,Junior,Sales,East,10237,72,0.20805079,4609,48,5628,24,124.14892
1170,111156,Exec,Sales,East,4779,424,0.32609048,4499,400,280,24,157.9942
1171,111157,Junior,Sales,East,4543,114,0.16086294,3335,90,1208,24,160.26277
1172,111159,Junior,Sales,East,5409,123,0.18565252,3721,93,1688,30,94.526321
1173,111160,Junior,Sales,East,3228,80,0.16560698,2794,56,434,24,56.650143
1174,111161,Junior,Sales,East,5431,94,0.21606654,3891,64,1540,30,122.56367
1175,111162,Junior,Sales,East,4643,111,0.24017604,3703,81,940,30,109.77224
1176,111163,MidLevel,Sales,East,12099,394,0.31929395,9473,364,2626,30,108.73994
1177,111164,Junior,Sales,East,7643,79,0.26152366,5401,55,2242,24,124.09174
1178,111165,Junior,Sales,East,7200,123,0.20913781,3286,81,3914,42,132.04716
1179,111166,Junior,Sales,East,1576,252,0.086356923,1010,210,566,42,84.90226
1180,111167,Junior,Sales,East,1838,374,0.07275822,1230,359,608,15,167.89195
1181,111168,Junior,Sales,East,3776,402,0.16825944,2846,387,930,15,63.345074
1182,111169,Junior,Sales,East,2110,249,0.093280807,1380,225,730,24,82.180664
1183,111170,Junior,Sales,East,15786,292,0.31277362,8094,277,7692,15,153.60333
1184,111171,Junior,Sales,East,4282,408,0.12307767,2782,399,1500,9,141.5482
1185,111172,Junior,Sales,East,3149,180,0.14237225,2165,165,984,15,36.414906
1186,112540,MidLevel,Product Management,Central,2189,0,0.15879394,1849,0,340,0,NA
1187,115503,MidLevel,G&A,East,6004,0,0.4338412,4660,0,1344,0,NA
1188,115506,Exec,Sales,East,3205,276,0.26565287,3197,246,8,30,77.293091
1189,117799,Junior,G&A,East,3560,0,0.34606725,3100,0,460,0,NA
1190,117801,Junior,G&A,East,9431,0,0.44810495,7095,0,2336,0,NA
